trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,1,0.021102530776719,2.589595814003
trial_1,subject-1,2,0.145023038036119,7.710677087889926
trial_1,subject-1,3,0.0250041247316709,1.4791053015077862
trial_1,subject-1,4,0.0600430715157888,4.453366607792909
trial_1,subject-1,5,0.0505839420615475,0.5033998219400806
trial_2,subject-1,1,0.0883824555489378,4.076507719612182
trial_2,subject-1,4,0.0539416333573398,20.149809620091705
trial_2,subject-1,5,0.0387792587747855,3.1935624345351914
trial_3,subject-1,1,0.0342884251151764,0.6339898829307459
trial_3,subject-1,2,0.0323279870250252,1.54057396199171
trial_3,subject-1,3,0.02495252769515,0.7219586881862035
trial_3,subject-1,4,0.0251197041272401,2.094332531595604
trial_3,subject-1,5,0.0401979874408374,2.7530356925202577
