trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,2.77497960931666,88.85915058075626
trial_1,subject-1,02,0.18601251799870655,9.043437935428337
trial_1,subject-1,03,0.025030148756679648,1.4806534048866393
trial_1,subject-1,04,0.06094709187494088,4.563552139754022
trial_1,subject-1,05,0.050598313638743744,0.5037294782533296
trial_2,subject-1,01,0.12084980411423864,6.483918335298445
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,0.10470975221808897,20.149809620091702
trial_2,subject-1,05,0.03963046554772031,3.1935624345351914
trial_3,subject-1,01,0.03492753302891026,0.6342620439646818
trial_3,subject-1,02,0.05360471745192608,1.54057396199171
trial_3,subject-1,03,0.025106940276903435,0.7240666815906557
trial_3,subject-1,04,0.025180047130822572,2.0943325315956036
trial_3,subject-1,05,0.042108338478903495,2.7574842308359346
