trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,2.8094689386443648,88.75505074402524
trial_1,subject-1,02,0.2889242377194538,6.930471593627156
trial_1,subject-1,03,0.05247038889062493,5.23846872230605
trial_1,subject-1,04,0.07625363416124423,29.1826136256233
trial_1,subject-1,05,0.06274168229881734,1.137973591583642
trial_2,subject-1,01,0.17529579300828174,6.363996595340089
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,0.22534779503824579,3.024646220972908
trial_2,subject-1,05,0.1564658880329175,0.9676272977654298
trial_3,subject-1,01,0.03951347174392344,0.7825521818709946
trial_3,subject-1,02,0.15118334008742343,1.5303730057948899
trial_3,subject-1,03,0.028380173378064994,0.8198897631861892
trial_3,subject-1,04,0.07868114925155659,8.865112025549804
trial_3,subject-1,05,0.1078738003262744,5.219743618947139
