trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,0.02110268411244856,2.5895958140029998
trial_1,subject-1,02,0.17353716131496516,8.430622900469048
trial_1,subject-1,03,0.025033988584737116,1.4792815499549785
trial_1,subject-1,04,0.060918928944223065,4.565458518895515
trial_1,subject-1,05,0.05063063590855166,0.5421697902714004
trial_2,subject-1,01,0.0883824555489378,5.905195090696284
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,0.058445464501858564,21.05147937853209
trial_2,subject-1,05,0.039537389593970906,4.377564322084687
trial_3,subject-1,01,0.034306801909291036,0.6397842051974612
trial_3,subject-1,02,0.1130075607560405,1.586385649270482
trial_3,subject-1,03,0.025103710903219036,0.7241873269732726
trial_3,subject-1,04,0.025143018153999636,2.096040908412565
trial_3,subject-1,05,0.0413866789038788,2.778891485270895
