trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,2.795393924168903,89.04009882281576
trial_1,subject-1,02,0.16322191077533765,7.710677087889926
trial_1,subject-1,03,0.02504744760567252,1.4794097930493497
trial_1,subject-1,04,0.06086782110275436,4.570508981346489
trial_1,subject-1,05,0.05068437000306334,0.5033998219400806
trial_2,subject-1,01,0.1331844941415577,6.978959609847568
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,0.055058560597287656,20.665036182988768
trial_2,subject-1,05,0.03977112604747581,4.3905010261978985
trial_3,subject-1,01,0.03496876205717103,0.6348377873637765
trial_3,subject-1,02,0.03234352320997468,1.7784452655086918
trial_3,subject-1,03,0.02507508828643059,0.7236457816748653
trial_3,subject-1,04,0.025179495363336343,2.0956998693274107
trial_3,subject-1,05,0.04406779639415682,2.7885588352565756
