trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,0.0299851696080293,2.5485917683709647
trial_1,subject-1,02,0.16216688030191265,7.679817558033085
trial_1,subject-1,03,0.01869116557710028,1.560039201328293
trial_1,subject-1,04,0.092953143605669,8.754133456227983
trial_1,subject-1,05,0.04974804438918563,0.6552919910890647
trial_2,subject-1,01,0.1355496104532425,4.322734508744197
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,0.05532645861913433,23.88078166095376
trial_2,subject-1,05,0.03689869112111214,8.617133916808633
trial_3,subject-1,01,0.03328191383287014,0.586171430544736
trial_3,subject-1,02,0.11639410710873471,1.5498103562716312
trial_3,subject-1,03,0.027584451324168424,0.6633854084337407
trial_3,subject-1,04,0.02578835707922652,5.478923763968462
trial_3,subject-1,05,0.26809382874866233,10.849594116143695
