trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,0.022642315801653445,1.637090515026493
trial_1,subject-1,02,0.18351651503770397,8.648109400384623
trial_1,subject-1,03,0.028352231662872422,1.0980491911675991
trial_1,subject-1,04,0.06073774695935615,12.609040690533808
trial_1,subject-1,05,0.05076541703660714,0.4635946149590495
trial_2,subject-1,01,0.1518021793106795,5.473582842343238
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,1.1460862149086137,122.26448333511786
trial_2,subject-1,05,0.04176564757282195,1.3176790362027777
trial_3,subject-1,01,0.03641865024016346,1.0525829304940406
trial_3,subject-1,02,0.14446347450298688,1.9675716364892342
trial_3,subject-1,03,0.023274943646361138,0.848664839404832
trial_3,subject-1,04,0.02278582833144731,1.158770642319946
trial_3,subject-1,05,0.03786436285908348,2.751771384178538
