trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,0.034260301735718666,2.6349519573988482
trial_1,subject-1,02,0.44466431389940286,32.639916029482364
trial_1,subject-1,03,0.025067021194244435,1.4791053015077862
trial_1,subject-1,04,0.06091577927643825,4.565478499303967
trial_1,subject-1,05,0.050705206752134656,0.5426773812112162
trial_2,subject-1,01,0.1412110515631376,6.540064408960493
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,0.053965867948972464,21.382963949981207
trial_2,subject-1,05,0.04243747135177078,7.530563596949658
trial_3,subject-1,01,0.03496161574568394,0.6347260078566415
trial_3,subject-1,02,0.053431416031796936,1.5452568670452782
trial_3,subject-1,03,0.025109422664610047,0.723717408898602
trial_3,subject-1,04,0.025119704127240183,2.096380984413973
trial_3,subject-1,05,0.042131116541694394,2.7572479641867917
