trial,subject,sequence,translation_error,rotation_error
trial_1,subject-1,01,2.7954580410677177,89.0398814541888
trial_1,subject-1,02,0.16596166570896037,7.8465409754150235
trial_1,subject-1,03,0.025032007930586138,1.480633394322028
trial_1,subject-1,04,0.061044615071037894,4.579129471258233
trial_1,subject-1,05,0.05061366403702603,0.5441330801780074
trial_2,subject-1,01,0.09803522705274725,4.076507719612182
trial_2,subject-1,02,,
trial_2,subject-1,03,,
trial_2,subject-1,04,1.1846584872167325,119.16953167237202
trial_2,subject-1,05,0.03954329680053674,4.374280689260824
trial_3,subject-1,01,0.035049956923867163,0.6376436442198663
trial_3,subject-1,02,0.03235378108931952,1.7788690957833642
trial_3,subject-1,03,0.02496878506436496,0.72630340922656
trial_3,subject-1,04,0.025190680613471392,2.094497392577861
trial_3,subject-1,05,0.040197987440837434,2.790323929686029
